song,artist,duration,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo
Leaving on a Jet Plane,"Peter, Paul and Mary",207240,0.414,0.167,0.804,0.0,0.117,-16.519,0.0484,0.384,133.45
The Skin Of My Yellow Country Teeth,Clap Your Hands Say Yeah,343773,0.458,0.972,0.00763,0.000162,0.115,-5.184,0.0575,0.404,141.615
Nothing's Gonna Stop Us Now,Starship,270333,0.643,0.801,0.0298,0.0,0.0719,-4.921,0.0228,0.534,95.988
Love Is A Stranger - Remastered Version,Eurythmics,224773,0.781,0.648,0.00761,0.0,0.132,-8.216,0.0264,0.546,121.93
Enter The Ninja,Die Antwoord,305506,0.7,0.804,0.0526,0.0,0.114,-5.633,0.1,0.26,152.036
Panda,Desiigner,247866,0.685,0.731,0.0292,0.0,0.369,-5.503,0.414,0.266,145.245
Driving Away From Home (Jim's Tune),It's Immaterial,253133,0.592,0.735,0.035,0.257,0.344,-14.232,0.0405,0.897,111.964
Can The Can,Suzi Quatro,214400,0.646,0.831,0.017,0.91,0.422,-6.011,0.16,0.593,133.431
Bros,Wolf Alice,224720,0.583,0.921,0.00377,0.462,0.226,-8.383,0.0697,0.222,125.98
Promised Land,Johnnie Allan,123923,0.453,0.675,0.547,1.68e-06,0.37,-7.43,0.0427,0.955,171.677
Armageddon Time,Willie Williams,152573,0.821,0.406,0.0666,0.0128,0.0567,-8.391,0.152,0.431,80.262
Auld Lang Syne,Frank C. Stanley,169986,0.337,0.284,0.996,4.78e-06,0.424,-10.074,0.0358,0.206,101.458
New Life,Depeche Mode,224173,0.659,0.873,0.122,0.297,0.0771,-7.975,0.0426,0.71,158.122
Looking at You,MC5,181306,0.451,0.802,0.226,1.85e-06,0.374,-5.568,0.048,0.89,92.216
Such a Night,Dr. John,177733,0.829,0.248,0.531,0.0,0.0732,-16.94,0.169,0.786,121.444
You Gotta Be,Des'ree,245200,0.623,0.669,0.211,3.2e-06,0.111,-9.985,0.0412,0.492,94.028
Spastik,Plastikman,557338,0.793,0.975,0.000361,0.921,0.0839,-10.012,0.078,0.0378,126.293
Run,Ghostface,199680,0.472,0.923,0.15,0.0,0.792,-2.606,0.325,0.51,90.832
Independence Day,Martina McBride,204626,0.712,0.63,0.257,6.65e-05,0.0999,-6.202,0.0299,0.768,118.378
Feel It All Around,Washed Out,192080,0.34,0.737,0.000105,0.762,0.0699,-4.681,0.0582,0.499,172.022
Favourite Shirts (Boy Meets Girl),Haircut 100,185426,0.643,0.615,0.121,0.0416,0.195,-14.653,0.0428,0.907,143.608
We Carry On,Portishead,387786,0.558,0.916,0.519,0.627,0.281,-5.226,0.0431,0.374,127.003
My Love,Paul McCartney,247706,0.421,0.326,0.255,0.0142,0.0787,-15.031,0.0339,0.0911,120.228
Numb,Portishead,237973,0.564,0.46,0.0717,1.07e-05,0.0776,-6.079,0.0305,0.236,78.023
Poison Ivy,The Coasters,166600,0.747,0.578,0.435,0.0,0.187,-10.001,0.0994,0.971,137.557
The Community of Hope,PJ Harvey,143573,0.61,0.879,0.63,0.0,0.229,-7.908,0.0444,0.634,132.913
5 Years Time,Noah And The Whale,214933,0.804,0.552,0.4,0.0,0.1,-7.108,0.113,0.748,121.996
Doctor Doctor,UFO,252453,0.298,0.799,0.000168,9.42e-05,0.496,-6.962,0.0464,0.561,143.072
Don't Forget Me (When I'm Gone),Glass Tiger,248240,0.606,0.694,0.0655,0.000446,0.306,-8.801,0.0263,0.709,109.874
Where I End and You Begin,Radiohead,269293,0.297,0.714,0.0626,0.859,0.142,-7.863,0.0351,0.486,121.326
"Land of Hope and Dreams - Live at Madison Square Garden, New York, NY - June/July 2000",Bruce Springsteen,586106,0.341,0.94,0.0451,9.55e-05,0.92,-5.515,0.0581,0.511,109.012
Kennedy,The Wedding Present,261573,0.375,0.974,0.00136,0.495,0.148,-9.475,0.0636,0.508,143.635
Blessings - Extended Version,Big Sean,301960,0.645,0.606,0.292,0.0,0.129,-8.074,0.512,0.121,118.8
Colossus,IDLES,339039,0.342,0.882,0.00194,3.81e-05,0.313,-5.903,0.0676,0.229,129.091
The Way You Do The Things You Do,The Temptations,161040,0.599,0.55,0.307,1.64e-05,0.15,-9.777,0.0304,0.786,123.54
Ain't Nobody Home - Single Version (Mono),Howard Tate,148266,0.727,0.64,0.506,0.0,0.333,-5.398,0.0321,0.851,95.708
Rubber Bullets,10cc,318853,0.548,0.877,0.0437,1.3e-05,0.0921,-4.458,0.124,0.466,148.799
Misty Blue,Dorothy Moore,222400,0.39,0.236,0.7,0.00795,0.0843,-14.688,0.0291,0.546,173.154
Godzilla,Blue Öyster Cult,221400,0.373,0.869,0.164,7.76e-06,0.605,-7.719,0.0554,0.696,184.024
Do The Funky Chicken,Rufus Thomas,198120,0.796,0.401,0.024,3.48e-05,0.0309,-13.696,0.158,0.767,114.819
Beat And The Pulse,Austra,295680,0.631,0.801,0.00051,0.582,0.17,-9.839,0.0534,0.424,99.992
(Let Me Be Your) Teddy Bear,Elvis Presley,108213,0.715,0.418,0.838,0.0,0.297,-11.779,0.121,0.915,88.199
One More Cup of Coffee,Bob Dylan,224733,0.531,0.473,0.167,2e-06,0.0899,-9.477,0.0305,0.306,139.176
Dance of the Octopus,Red Norvo,199973,0.49,0.0836,0.994,0.891,0.167,-24.666,0.0359,0.216,80.683
Ima Read,Zebra Katz,241874,0.789,0.334,0.681,0.36,0.168,-16.452,0.35,0.151,124.999
I'll House You,Jungle Brothers,298240,0.819,0.785,0.0306,0.0,0.168,-8.339,0.159,0.846,123.279
Dance Wiv Me,Dizzee Rascal,204093,0.885,0.745,0.0488,0.0,0.164,-4.362,0.0448,0.778,112.005
Honest I Do,Jimmy Reed,171733,0.8,0.359,0.658,0.0359,0.0667,-9.02,0.0317,0.553,103.589
Roast Fish & Cornbread,"Lee ""Scratch"" Perry",225440,0.806,0.473,0.258,0.018,0.0461,-11.15,0.0686,0.502,114.929
Keep On Keeping On,the redskins,230973,0.661,0.954,0.038,0.416,0.145,-3.733,0.053,0.949,111.53
Self Control,Frank Ocean,249667,0.572,0.209,0.765,0.0,0.356,-10.413,0.0313,0.446,80.069
Stardust,Tommy Dorsey,193506,0.365,0.0399,0.995,0.376,0.133,-19.672,0.0285,0.118,66.997
Stella,Jam & Spoon,378933,0.646,0.694,0.00482,0.948,0.103,-15.14,0.0428,0.502,129.99
Incapable - Extended Mix,Róisín Murphy,505862,0.808,0.471,0.0229,0.00506,0.0612,-9.824,0.079,0.542,113.999
A Song for You,Donny Hathaway,325946,0.332,0.22,0.821,0.000205,0.245,-13.157,0.036,0.0719,100.196
Sweet Sixteen,B.B. King,422346,0.409,0.355,0.0574,0.000211,0.0503,-12.906,0.105,0.419,184.223
Another Day - Live at Metropolis Studios,Roy Harper,277506,0.468,0.402,0.579,1.35e-06,0.165,-17.905,0.508,0.355,84.005
Indian Reservation (The Lament of the Cherokee Reservation Indian) (feat. Mark Lindsay),Paul Revere & The Raiders,176586,0.678,0.368,0.388,0.00637,0.0948,-13.708,0.0705,0.327,130.809
The Fallen,Franz Ferdinand,222400,0.501,0.98,0.00745,0.000422,0.0726,-2.353,0.0993,0.472,113.143
So What,P!nk,214506,0.531,0.862,9.33e-05,4.82e-06,0.363,-2.996,0.0434,0.396,126.016
Tiny Tears,Tindersticks,345800,0.254,0.242,0.0334,0.446,0.149,-16.598,0.033,0.0902,150.444
Travelling Riverside Blues (BBC Session) - Remastered,Led Zeppelin,311640,0.467,0.835,0.0745,0.000184,0.26,-7.084,0.0642,0.639,91.603
Revival,Deerhunter,133666,0.655,0.805,0.0263,0.00542,0.28,-6.493,0.0335,0.701,119.029
Bruises,Chairlift,241466,0.579,0.554,0.0175,0.0221,0.101,-7.08,0.0587,0.838,185.183
Glósóli,Sigur Rós,386880,0.253,0.694,0.0723,0.952,0.211,-7.235,0.0545,0.33,74.314
Octopus,Syd Barrett,227866,0.584,0.445,0.446,1.68e-06,0.13,-11.226,0.0342,0.51,88.161
For An Angel - Radio Edit,Paul van Dyk,231706,0.686,0.991,0.0307,0.889,0.861,-5.937,0.0334,0.587,138.231
Burn Rubber On Me (Why You Wanna Hurt Me),The Gap Band,336426,0.776,0.741,0.055,0.000754,0.372,-9.655,0.0471,0.884,116.222
Augustine,Blood Orange,231189,0.75,0.606,0.153,0.000289,0.316,-9.928,0.0726,0.115,119.99
China In Your Hand,T'Pau,306280,0.329,0.527,0.395,4.43e-05,0.165,-8.453,0.034,0.456,139.688
How I Got Over,The Roots,213773,0.637,0.793,0.00575,0.0,0.597,-4.538,0.0821,0.81,122.251
Hymn Of The Big Wheel - 2012 Mix/Master,Massive Attack,381954,0.619,0.515,0.0527,0.000858,0.105,-12.188,0.181,0.0715,192.72
Patio Song,Gorky's Zygotic Mynci,163466,0.338,0.556,0.5,0.0,0.103,-7.957,0.0364,0.443,117.821
Eyes Without A Face - 1999 - Remaster,Billy Idol,298293,0.552,0.59,0.00718,0.174,0.273,-11.751,0.0399,0.553,85.746
Re-Make/Re-Model,Roxy Music,314426,0.583,0.915,0.0222,0.0843,0.322,-7.183,0.0865,0.544,131.427
Pistol Packin' Mama,Al Dexter,169822,0.754,0.28,0.791,0.0931,0.0755,-11.891,0.328,0.965,204.384
Bad Bad News,Leon Bridges,207306,0.783,0.629,0.231,0.000536,0.0881,-6.152,0.0607,0.7,111.978
Impressioni di settembre,Premiata Forneria Marconi,344373,0.282,0.464,0.48,0.0154,0.0951,-9.77,0.0333,0.324,142.159
Stringin the Blues,Joe Venuti & Eddie Lang,157583,0.557,0.245,0.97,0.0261,0.104,-13.003,0.265,0.661,207.96
All Around The World,The Jam,143306,0.367,0.925,0.0001,0.00388,0.129,-7.571,0.0735,0.767,151.907
Dr. Mabuse,Propaganda,304826,0.596,0.922,0.0663,0.442,0.32,-11.027,0.0313,0.66,107.437
I Got It Bad And That Ain’t Good,Duke Ellington,202773,0.293,0.107,0.985,0.587,0.0838,-14.731,0.0316,0.164,71.62
The Musical Box - Remastered 2008,Genesis,629573,0.284,0.358,0.341,0.0286,0.0708,-9.716,0.0403,0.202,140.65
Sea of Love,The National,221440,0.458,0.825,0.138,0.88,0.116,-6.301,0.0367,0.522,145.997
In The Meantime,Helmet,188693,0.359,0.859,2.79e-05,0.0627,0.236,-8.621,0.0527,0.655,159.734
Mixed Emotions,The Rolling Stones,278640,0.548,0.882,0.223,0.00393,0.446,-7.928,0.0326,0.862,137.043
The Joke,Brandi Carlile,279373,0.236,0.578,0.327,0.00015,0.206,-5.477,0.0404,0.227,75.367
Tanec Pid Werbamy,Pawlo Humeniuk,203893,0.405,0.511,0.97,0.789,0.0841,-8.512,0.0397,0.862,151.679
Dreams Burn Down,Ride,364826,0.318,0.918,1.2e-05,0.636,0.181,-4.445,0.0472,0.455,136.154
Rockin' Roll Baby,The Stylistics,273706,0.841,0.778,0.398,0.00162,0.059,-8.738,0.0422,0.846,124.551
Barbie Girl,Aqua,197906,0.81,0.956,0.0167,0.281,0.35,-5.753,0.0367,0.961,129.996
Allo Maman Bobo,Alain Souchon,211213,0.653,0.228,0.836,1.09e-05,0.287,-16.152,0.0377,0.356,114.361
Dyslexic Heart,Paul Westerberg,271200,0.637,0.902,0.0391,3.36e-06,0.128,-5.064,0.0292,0.843,136.572
Black And White Town,Doves,255413,0.313,0.854,0.000169,0.365,0.111,-6.228,0.0442,0.234,171.755
The Year That Clayton Delaney Died,Tom T. Hall,164720,0.628,0.433,0.686,4.93e-06,0.0932,-10.876,0.029,0.858,133.088
We Belong,Pat Benatar,221133,0.706,0.322,0.528,2.37e-06,0.576,-14.108,0.0467,0.305,135.154
Laredo,Band of Horses,192240,0.505,0.826,0.00338,2.04e-06,0.214,-5.154,0.0333,0.602,123.356
On Fire,Sebadoh,216066,0.488,0.59,0.0265,0.0217,0.316,-6.601,0.0279,0.221,106.906
State of Shock,The Jacksons,271000,0.98,0.846,0.283,0.149,0.052,-7.696,0.139,0.891,121.562
Irresponsables,Babasónicos,156197,0.58,0.929,0.0629,0.000223,0.23,-4.849,0.0388,0.884,94.995
Love T.K.O.,Teddy Pendergrass,299066,0.776,0.482,0.234,0.00112,0.0737,-11.56,0.0904,0.801,145.711
oh baby,LCD Soundsystem,349693,0.581,0.623,0.0196,0.626,0.653,-12.005,0.0351,0.78,169.443
Embarrassment - Remastered,Madness,190893,0.47,0.827,0.119,0.0473,0.108,-4.835,0.0321,0.853,76.422
2 Become 1,Spice Girls,241026,0.646,0.665,0.326,1.97e-05,0.238,-7.878,0.0268,0.7,143.966
She's On the Radio,Poni Hoax,207253,0.614,0.813,0.0526,0.323,0.173,-6.14,0.0325,0.962,145.038
Bungalow,Bilderbuch,222688,0.711,0.832,0.0336,0.00119,0.145,-5.519,0.131,0.665,91.155
Mean Old World,Little Walter,173933,0.53,0.286,0.875,0.000414,0.106,-12.219,0.0324,0.639,112.269
Waltz Across Texas,Ernest Tubb,159840,0.533,0.451,0.922,2.07e-05,0.348,-6.447,0.0306,0.507,97.895
Good Timin',Jimmy Jones,132346,0.604,0.519,0.701,0.0492,0.0861,-10.142,0.196,0.944,144.999
Quand on n'a que l'amour,Jacques Brel,152800,0.487,0.354,0.913,3.87e-06,0.123,-6.999,0.0489,0.511,150.693
Johnny And Mary,Robert Palmer,237973,0.666,0.547,0.0287,0.142,0.0268,-12.841,0.0433,0.97,152.876
Wheel in the Sky,Journey,252240,0.442,0.745,0.084,2.18e-05,0.136,-8.623,0.0741,0.368,105.184
Highlands,Bob Dylan,991466,0.585,0.367,0.79,3.09e-06,0.212,-12.967,0.0372,0.323,122.002
I Walk the Earth,King Biscuit Time,352000,0.724,0.664,0.013,3.05e-06,0.0805,-7.671,0.0623,0.93,100.922
Someday,CeCe Rogers,232120,0.708,0.659,0.0349,0.000246,0.0487,-11.312,0.0468,0.834,119.579
Laisse tomber les filles,France Gall,132746,0.759,0.818,0.598,0.0,0.267,-6.383,0.0316,0.967,132.716
'74-'75,The Connells,278973,0.525,0.591,0.2,0.00775,0.0676,-9.153,0.0253,0.42,143.878
Apple Honey,Woody Herman,195508,0.632,0.511,0.856,0.276,0.369,-8.609,0.0477,0.853,127.359
Greatest Hit,Annie,220293,0.786,0.854,0.00261,0.000171,0.155,-3.249,0.138,0.547,127.128
Shine Blockas,Big Boi,225640,0.524,0.741,0.0076,0.0,0.0621,-3.686,0.17,0.46,170.91
Go Now,Bessie Banks,161453,0.52,0.42,0.61,0.0,0.631,-8.317,0.0287,0.428,97.805
I Love L.A.,Randy Newman,208906,0.611,0.681,0.124,6.55e-05,0.199,-8.251,0.0376,0.56,129.746
Going Out,Supergrass,256866,0.244,0.682,0.000136,0.659,0.104,-7.417,0.0553,0.483,96.017
Ava Adore,The Smashing Pumpkins,270893,0.604,0.85,0.000383,0.153,0.0531,-5.977,0.0674,0.78,160.35
"Single Girl, Married Girl",The Carter Family,166760,0.556,0.419,0.963,0.182,0.167,-12.693,0.0334,0.805,122.168
The Widow,The Mars Volta,350880,0.236,0.658,0.628,0.00927,0.276,-6.059,0.0349,0.106,106.223
Fade,Kanye West,193747,0.752,0.765,0.118,0.0,0.31,-5.805,0.0908,0.309,105.998
La Isla Bonita,Madonna,242733,0.724,0.822,0.304,1.38e-05,0.0553,-4.374,0.0333,0.964,99.9
Backwater,Meat Puppets,220533,0.495,0.84,0.13,0.00151,0.185,-6.613,0.0446,0.478,111.82
A Nickel And A Nail,O.V. Wright,224973,0.633,0.529,0.209,0.0138,0.252,-9.882,0.0551,0.756,90.53
Heavy Metal Drummer,Wilco,188840,0.661,0.66,0.0257,0.00977,0.256,-9.061,0.0373,0.814,120.617
Warwick Avenue,Duffy,226386,0.493,0.59,0.339,0.0,0.121,-5.814,0.0392,0.502,169.908
Pistol Packin' Mama - Single Version,Bing Crosby,182500,0.632,0.275,0.778,0.0,0.0995,-14.195,0.263,0.854,200.267
Ageless Beauty,Stars,244720,0.372,0.868,0.000161,0.393,0.101,-4.389,0.0484,0.292,136.169
Worried Man Blues,The Carter Family,162800,0.717,0.337,0.912,0.0,0.174,-12.239,0.0302,0.766,106.772
Spanish Harlem,Aretha Franklin,211000,0.688,0.808,0.124,0.00158,0.126,-8.207,0.0552,0.883,115.801
Primitive Painters,Felt,358600,0.249,0.547,9.85e-05,0.687,0.113,-12.559,0.0335,0.543,81.161
"Baby, It's Cold Outside",Ella Fitzgerald and Louis Jordan,163466,0.767,0.085,0.918,0.0,0.0938,-14.471,0.0674,0.593,112.996
My Name Is Jonas,Weezer,204293,0.295,0.94,0.00021,0.00106,0.276,-5.247,0.0449,0.58,186.186
Sound of da Police,KRS-One,258506,0.794,0.95,0.124,7.71e-05,0.133,-8.78,0.294,0.324,94.984
Les paradis perdus,Christophe,418986,0.435,0.547,0.604,0.207,0.147,-4.135,0.0309,0.153,117.008
Needle to the Groove,Mantronix,221600,0.909,0.764,0.00504,4.7e-06,0.268,-6.517,0.203,0.603,97.966
Señor (Tales of Yankee Power),Bob Dylan,339613,0.602,0.41,0.297,1.84e-05,0.223,-13.337,0.0298,0.342,136.293
Freiburg V3. (Original) [Tocotronic vs. Console],Tocotronic,182240,0.549,0.959,0.000556,0.547,0.119,-5.496,0.0386,0.489,127.932
Munich,Editors,226426,0.175,0.875,0.000551,0.0347,0.324,-4.383,0.0527,0.394,149.366
The Sidewinder Sleeps Tonite,R.E.M.,247733,0.602,0.891,0.0777,7.64e-06,0.33,-4.439,0.0345,0.747,123.393
Concorde,The Modern Jazz Quartet,221666,0.542,0.252,0.775,0.0163,0.087,-16.613,0.0355,0.455,103.132
Un jour tu verras,Mouloudji,208360,0.271,0.175,0.931,3.32e-06,0.15,-14.099,0.033,0.269,95.947
Young Blood,The Naked And Famous,246600,0.579,0.865,5.63e-05,0.000221,0.649,-4.692,0.0302,0.358,104.99
America Is Waiting - 2006 Digital Remaster,Brian Eno,218853,0.791,0.954,0.0901,0.227,0.306,-7.308,0.1,0.768,107.726
Li ma weesu (As in a Mirror) / Comme dans un miroir,Youssou N'Dour,232080,0.728,0.578,0.72,0.0,0.0641,-9.044,0.0502,0.902,89.946
Rose rouge,St Germain,416565,0.621,0.807,0.07,0.169,0.0737,-8.963,0.0363,0.557,118.028
Once And Never Again,The Long Blondes,175920,0.523,0.85,0.00357,0.0,0.281,-4.653,0.033,0.792,114.876
Ice Cream Man,Jonathan Richman & The Modern Lovers,182440,0.606,0.347,0.111,0.0,0.469,-9.858,0.0257,0.654,98.372
The Word Girl - Edit,Scritti Politti,199120,0.892,0.467,0.273,0.116,0.102,-7.618,0.0436,0.755,134.53
ZORA,Jamila Woods,186381,0.457,0.813,0.0821,0.0,0.173,-4.07,0.118,0.542,82.717
Our Way To Fall,Yo La Tengo,258440,0.564,0.234,0.698,0.789,0.0855,-14.699,0.0324,0.577,78.29
I'm in the Mood for Love,James Moody,168693,0.54,0.221,0.993,0.817,0.146,-12.564,0.0473,0.445,138.335
Testify,Rage Against The Machine,210133,0.47,0.978,0.0261,1.09e-05,0.356,-5.399,0.0727,0.503,117.906
Map Ref 41 Degrees N 93 Degrees W - 2006 Remastered Version,Wire,220413,0.423,0.893,0.436,1.45e-05,0.339,-5.22,0.0664,0.797,140.738
Green Machine,Kyuss,217906,0.497,0.947,8.21e-05,0.000693,0.118,-8.802,0.0391,0.588,90.371
Wild Cat Blues,Clarence Williams,180893,0.611,0.475,0.98,0.848,0.354,-8.314,0.0421,0.937,94.461
Bentley's Gonna Sort You Out,Bentley Rhythm Ace,307400,0.7,0.935,0.0456,0.831,0.347,-8.774,0.0408,0.811,103.984
Slip Away,Clarence Carter,153680,0.784,0.433,0.299,0.00016,0.0248,-9.1,0.0376,0.917,113.491
Epitaph,King Crimson,526822,0.286,0.319,0.00711,0.00897,0.0855,-12.932,0.032,0.103,129.896
Shadowboxer,Fiona Apple,324266,0.298,0.52,0.265,0.0,0.165,-7.297,0.0303,0.223,74.131
One Kiss (with Dua Lipa),Calvin Harris,214846,0.791,0.862,0.037,2.19e-05,0.0814,-3.24,0.11,0.592,123.994
The Great Beyond,R.E.M.,305106,0.332,0.749,0.118,2.08e-06,0.23,-6.399,0.0299,0.182,109.911
Angel,Madonna,236133,0.754,0.618,0.298,0.000207,0.345,-13.66,0.0357,0.836,133.237
The Fool,Sanford Clark,166000,0.616,0.539,0.139,0.196,0.096,-9.339,0.0283,0.831,75.486
Closer To The Heart,Rush,171960,0.379,0.812,0.111,3.18e-06,0.661,-9.19,0.0734,0.542,145.071
My People,The Presets,268173,0.56,0.921,0.0123,1.08e-05,0.404,-2.462,0.0374,0.283,126.974
Special,Garbage,223773,0.476,0.912,6.97e-05,0.0193,0.272,-5.665,0.0373,0.465,131.848
Ten Cents a Dance,Ruth Etting,195466,0.601,0.076,0.968,8.73e-06,0.0748,-14.717,0.0455,0.399,102.407
Sometimes - Remastered Version,my bloody valentine,319133,0.352,0.61,1.18e-05,0.883,0.0934,-14.682,0.051,0.078,128.483
Sweetest Smile - Extended Version,Black,319960,0.63,0.217,0.836,0.00398,0.107,-15.778,0.027,0.195,95.21
Walking Down Madison,Kirsty MacColl,395746,0.632,0.908,0.0144,7.05e-05,0.0329,-6.212,0.0378,0.76,105.188
Alfie,Cher,171226,0.37,0.221,0.838,0.0,0.081,-12.566,0.0423,0.206,75.905
(Nothing But) Flowers,Talking Heads,333000,0.603,0.848,0.0628,0.000133,0.211,-5.364,0.0423,0.897,120.764
Faron Young - 2007 Remastered Version,Prefab Sprout,223040,0.621,0.938,0.00116,0.0269,0.105,-7.237,0.0378,0.833,120.638
Slight Return,The Bluetones,201160,0.429,0.891,0.0216,5.62e-05,0.172,-7.669,0.0378,0.646,102.807
Boris The Spider - Mono Version,The Who,151822,0.553,0.56,0.468,0.0555,0.105,-8.133,0.0282,0.475,98.491
Donna Lee,Jaco Pastorius,147200,0.594,0.243,0.971,0.966,0.111,-28.508,0.0579,0.756,108.439
Cherish,Madonna,303493,0.703,0.685,0.323,0.000567,0.0537,-11.581,0.033,0.963,131.842
Help Me Lose My Mind,Disclosure,244174,0.777,0.713,0.0383,0.102,0.0564,-5.676,0.0557,0.331,109.032
Creole Love Call,Duke Ellington,191533,0.567,0.217,0.981,0.627,0.129,-10.442,0.0398,0.357,96.21
Water Curses,Animal Collective,207493,0.524,0.899,0.166,2.18e-05,0.118,-5.099,0.115,0.508,112.891
The Golden Age of Rock 'n' Roll,Mott The Hoople,204093,0.516,0.842,0.0304,0.0,0.0722,-8.062,0.0366,0.718,138.245
Exit Music,Brad Mehldau,263933,0.283,0.174,0.921,0.676,0.0582,-21.064,0.0331,0.117,154.72
Mars,Fake Blood,261009,0.849,0.838,0.00143,0.798,0.0865,-4.646,0.165,0.88,126.042
She Sends Kisses,The Wrens,357346,0.262,0.608,0.0867,0.000492,0.0919,-6.591,0.0285,0.161,140.086
Wilmot,The Sabres Of Paradise,452800,0.65,0.667,0.0032,0.741,0.335,-9.609,0.0406,0.709,169.972
Free As A Bird - Anthology 1 Version,The Beatles,265293,0.475,0.499,0.0712,0.0231,0.159,-8.914,0.0265,0.457,72.388
Hold Your Head Up,Argent,375533,0.466,0.489,0.164,0.0605,0.553,-13.762,0.0282,0.529,89.198
Baby Wants to Ride,Frankie Knuckles,514573,0.773,0.758,0.00722,0.305,0.37,-9.074,0.0972,0.732,132.571
"Karn Evil 9 1st Impression, Pt. I","Emerson, Lake & Palmer",517266,0.424,0.605,0.303,0.245,0.128,-10.515,0.041,0.726,122.978
Here I Dreamt I Was an Architect,The Decemberists,269146,0.411,0.754,0.101,2.83e-06,0.141,-6.515,0.0294,0.602,189.9
Chacun fait (c'qui lui plaît) - Version originale 1981,Chagrin D'amour,250960,0.841,0.707,0.194,0.0,0.0864,-7.936,0.0902,0.84,113.497
Avenue,Saint Etienne,454693,0.529,0.721,0.0194,0.00339,0.162,-10.16,0.0319,0.464,90.898
Small Axe,Bob Marley & The Wailers,234333,0.821,0.534,0.784,0.0,0.343,-7.456,0.186,0.859,98.563
"Say You, Say Me",Lionel Richie,241066,0.636,0.405,0.355,0.0,0.081,-11.113,0.0287,0.257,128.068
Montague Terrace (In Blue),Scott Walker,207293,0.423,0.149,0.502,1.26e-06,0.0492,-19.827,0.0338,0.299,138.387
Beechwood 4-5789,The Marvelettes,131735,0.626,0.741,0.57,0.0,0.315,-4.814,0.0308,0.974,138.611
"Take My Hand, Precious Lord (with Marion Williams)",Thomas A. Dorsey,450760,0.299,0.217,0.863,0.000543,0.11,-16.012,0.064,0.17,179.863
"Baby, You're A Rich Man - Remastered",The Beatles,181306,0.619,0.625,0.0119,1.05e-06,0.152,-9.635,0.036,0.467,96.751
Home Again,Shihad,214653,0.528,0.955,0.000741,0.761,0.226,-5.162,0.0868,0.396,120.122
Not Given Lightly,Chris Knox,306440,0.729,0.367,0.171,0.0,0.441,-14.276,0.121,0.626,105.986
Nosetalgia,Pusha T,216053,0.574,0.795,0.0257,0.0,0.132,-3.919,0.318,0.723,80.975
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,264266,0.499,0.355,0.65,0.0001,0.279,-14.163,0.0396,0.569,140.321
I Will - Remastered,The Beatles,105933,0.631,0.387,0.742,0.000406,0.0822,-11.529,0.0262,0.832,103.11
Universal Consciousness,Alice Coltrane,302093,0.261,0.874,0.0271,0.689,0.064,-8.649,0.21,0.296,127.135
Mother Of Pearl,Roxy Music,411921,0.442,0.899,0.0276,0.00395,0.258,-7.612,0.0687,0.504,101.124
Sheila,Tommy Roe,126133,0.399,0.478,0.181,0.000313,0.0871,-12.56,0.0636,0.65,136.937
Golden Phone,Micachu & The Shapes,163840,0.883,0.897,0.216,0.0514,0.0835,-6.425,0.342,0.222,90.015
The Rest of My Life,Sloan,166645,0.59,0.722,0.00052,9.28e-06,0.0712,-5.783,0.0265,0.67,116.035
Oh Mandy,The Spinto Band,215306,0.509,0.955,0.0521,0.00021,0.105,-3.918,0.0396,0.557,137.063
Rip Her To Shreds - Remastered,Blondie,202826,0.571,0.764,0.0542,1.18e-05,0.22,-6.987,0.0291,0.863,122.846
Swim,Surfer Blood,198946,0.479,0.863,0.107,0.00226,0.452,-6.167,0.0543,0.515,122.022
"Girl, You'll Be A Woman Soon",Neil Diamond,201133,0.472,0.377,0.273,0.000407,0.083,-13.643,0.0285,0.725,110.354
Stuck on You,Elvis Presley,139533,0.67,0.521,0.788,0.000287,0.163,-11.772,0.0383,0.941,131.993
Control (feat. Jay Electronica & Big Sean),Black Hippy,450230,0.419,0.94,0.222,0.0,0.308,-5.56,0.406,0.741,83.537
Pop Out (feat. Lil Tjay),Polo G,166560,0.772,0.639,0.15,0.0,0.0698,-7.119,0.467,0.261,168.112
Song For Chè,Charlie Haden,569693,0.337,0.38,0.687,0.474,0.119,-16.417,0.0484,0.2,147.28
The Boss,James Brown,194866,0.736,0.354,0.579,0.0103,0.0757,-14.709,0.0475,0.62,97.924
Y Lo Que Quiero Es Que Pises Sin El Suelo,Catupecu Machu,192240,0.689,0.945,0.109,0.0,0.234,-2.379,0.062,0.738,137.025
Heartbreaker (feat. Jay-Z),Mariah Carey,285706,0.524,0.816,0.383,0.0,0.349,-5.872,0.37,0.789,200.031
Blue Train - Remastered 2003,John Coltrane,644013,0.506,0.493,0.798,0.00355,0.307,-7.759,0.0427,0.584,134.77
I'm a Man of Constant Sorrow,The Stanley Brothers,175106,0.384,0.381,0.952,0.0223,0.37,-12.81,0.0356,0.695,179.357
April Fools,Rufus Wainwright,300560,0.452,0.737,0.192,0.0,0.208,-7.005,0.0413,0.481,110.346
Boops (Here To Go) - Edit,Sly & Robbie,218573,0.845,0.669,0.209,0.000179,0.0958,-8.965,0.0706,0.559,103.073
Ma préférence,Julien Clerc,206866,0.562,0.41,0.764,0.000353,0.0773,-7.51,0.0253,0.29,97.782
